biomarker_name,mdbid,condition_id,condition_name
PC(18:1(9Z)/24:0),MDB00000597,34,Pregnancy
"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",MDB00000595,34,Pregnancy
"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",MDB00000596,34,Pregnancy
"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",MDB00000623,34,Pregnancy
"PC(22:0/18:4(6Z,9Z,12Z,15Z))",MDB00000729,34,Pregnancy
PC(22:0/20:0),MDB00000730,34,Pregnancy
"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",MDB00000707,34,Pregnancy
LysoPC(16:0),MDB00000790,34,Pregnancy
LysoPC(16:0),MDB00000790,303,Sepsis
LysoPC(18:1(11Z)),MDB00000792,34,Pregnancy
LysoPC(18:1(11Z)),MDB00000792,303,Sepsis
Formic acid,MDB00000068,34,Pregnancy
Formic acid,MDB00000068,230,Methyl Formate Exposure
Formic acid,MDB00000068,5705,Autosomal Dominant Polycystic Kidney Disease
Formic acid,MDB00000068,5988,Preeclampsia/Eclampsia
"PC(o-24:0/20:4(8Z,11Z,14Z,17Z))",MDB00000869,34,Pregnancy
SM(d18:0/22:1(13Z)(OH)),MDB00000871,34,Pregnancy
SM(d18:0/22:1(13Z)(OH)),MDB00000871,251,Obesity
LysoPC(17:0),MDB00000848,34,Pregnancy
LysoPC(17:0),MDB00000848,303,Sepsis
"PC(20:3(5Z,8Z,11Z)/22:2(13Z,16Z))",MDB00000692,34,Pregnancy
"PC(20:3(5Z,8Z,11Z)/22:1(13Z))",MDB00000691,34,Pregnancy
"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",MDB00000704,34,Pregnancy
"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",MDB00000704,251,Obesity
"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",MDB00000635,34,Pregnancy
"PC(18:3(9Z,12Z,15Z)/P-16:0)",MDB00000636,34,Pregnancy
"PC(22:0/20:4(8Z,11Z,14Z,17Z))",MDB00000733,34,Pregnancy
"PC(22:0/20:4(5Z,8Z,11Z,14Z))",MDB00000732,34,Pregnancy
"PC(22:0/20:5(5Z,8Z,11Z,14Z,17Z))",MDB00000734,34,Pregnancy
Isobutyric acid,MDB00000349,34,Pregnancy
Isobutyric acid,MDB00000349,5823,Eosinophilic Esophagitis
Isobutyric acid,MDB00000349,5988,Preeclampsia/Eclampsia
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",MDB00000761,34,Pregnancy
PC(18:1(9Z)/14:0),MDB00000587,34,Pregnancy
PC(18:1(9Z)/14:0),MDB00000587,251,Obesity
PC(18:1(11Z)/24:0),MDB00000584,34,Pregnancy
"PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z))",MDB00000670,34,Pregnancy
"PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",MDB00000668,34,Pregnancy
PC(20:1(11Z)/22:0),MDB00000669,34,Pregnancy
PC(18:1(9Z)/14:1(9Z)),MDB00000588,34,Pregnancy
PC(18:1(9Z)/14:1(9Z)),MDB00000588,251,Obesity
"PC(20:1(11Z)/20:3(5Z,8Z,11Z))",MDB00000666,34,Pregnancy
"PC(20:1(11Z)/20:3(8Z,11Z,14Z))",MDB00000667,34,Pregnancy
PC(14:0/16:0),MDB00000490,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)",MDB00000775,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",MDB00000774,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",MDB00000774,251,Obesity
"PC(18:3(6Z,9Z,12Z)/14:0)",MDB00000613,34,Pregnancy
"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",MDB00000615,34,Pregnancy
"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",MDB00000615,251,Obesity
"PC(18:3(6Z,9Z,12Z)/16:0)",MDB00000614,34,Pregnancy
PC(16:1(9Z)/16:1(9Z)),MDB00000543,34,Pregnancy
PC(16:1(9Z)/16:1(9Z)),MDB00000543,251,Obesity
"PC(14:1(9Z)/20:2(11Z,14Z))",MDB00000516,34,Pregnancy
PC(16:1(9Z)/16:0),MDB00000542,34,Pregnancy
PC(16:1(9Z)/16:0),MDB00000542,251,Obesity
"PC(14:1(9Z)/20:3(8Z,11Z,14Z))",MDB00000518,34,Pregnancy
"PC(14:1(9Z)/20:3(8Z,11Z,14Z))",MDB00000518,251,Obesity
"PC(14:1(9Z)/20:3(5Z,8Z,11Z))",MDB00000517,34,Pregnancy
"PC(14:1(9Z)/20:3(5Z,8Z,11Z))",MDB00000517,251,Obesity
"PC(20:3(5Z,8Z,11Z)/14:1(9Z))",MDB00000684,34,Pregnancy
"PC(20:3(5Z,8Z,11Z)/14:1(9Z))",MDB00000684,251,Obesity
"PC(20:3(5Z,8Z,11Z)/14:0)",MDB00000683,34,Pregnancy
D-Glutamic acid,MDB00000422,34,Pregnancy
D-Glutamic acid,MDB00000422,133,Schizophrenia
D-Glutamic acid,MDB00000422,143,Gamma Glutamyltransferase Deficiency
D-Glutamic acid,MDB00000422,557,Lewy Body Dementia
D-Glutamic acid,MDB00000422,5705,Autosomal Dominant Polycystic Kidney Disease
"PC(P-16:0/18:4(6Z,9Z,12Z,15Z))",MDB00000806,34,Pregnancy
"PC(P-16:0/18:3(9Z,12Z,15Z))",MDB00000805,34,Pregnancy
"PC(P-16:0/18:3(6Z,9Z,12Z))",MDB00000804,34,Pregnancy
Creatine,MDB00000033,34,Pregnancy
Creatine,MDB00000033,133,Schizophrenia
Creatine,MDB00000033,267,Phenylketonuria
Creatine,MDB00000033,294,Rhabdomyolysis
Creatine,MDB00000033,330,Uremia
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",MDB00000771,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",MDB00000771,251,Obesity
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",MDB00000770,34,Pregnancy
2-Hydroxyestrone,MDB00000149,34,Pregnancy
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",MDB00000769,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",MDB00000773,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",MDB00000772,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",MDB00000772,251,Obesity
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))",MDB00000722,34,Pregnancy
Progesterone,MDB00000342,34,Pregnancy
Progesterone,MDB00000342,1086,Antley Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis
"PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",MDB00000713,34,Pregnancy
"PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",MDB00000713,251,Obesity
"13,14-Dihydro-15-keto PGF2a",MDB00013452,34,Pregnancy
"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",MDB00000629,34,Pregnancy
"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",MDB00000629,251,Obesity
"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",MDB00000633,34,Pregnancy
"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",MDB00000633,251,Obesity
"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",MDB00000632,34,Pregnancy
"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",MDB00000632,251,Obesity
"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",MDB00000634,34,Pregnancy
Propylene glycol,MDB00000350,34,Pregnancy
Propylene glycol,MDB00000350,85,Cirrhosis
Propylene glycol,MDB00000350,5988,Preeclampsia/Eclampsia
"PC(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))",MDB00000785,34,Pregnancy
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",MDB00000756,34,Pregnancy
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",MDB00000756,251,Obesity
"PC(24:1(15Z)/18:3(6Z,9Z,12Z))",MDB00000784,34,Pregnancy
"PC(18:4(6Z,9Z,12Z,15Z)/24:1(15Z))",MDB00000645,34,Pregnancy
PC(16:0/14:0),MDB00000527,34,Pregnancy
PC(16:1(9Z)/P-16:0),MDB00000557,34,Pregnancy
PC(16:1(9Z)/P-16:0),MDB00000557,251,Obesity
"PC(20:0/20:4(8Z,11Z,14Z,17Z))",MDB00000655,34,Pregnancy
PC(20:0/22:0),MDB00000656,34,Pregnancy
PC(20:0/22:1(13Z)),MDB00000657,34,Pregnancy
"PC(20:0/22:4(7Z,10Z,13Z,16Z))",MDB00000658,34,Pregnancy
"PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z))",MDB00000659,34,Pregnancy
"PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))",MDB00000660,34,Pregnancy
"PC(P-18:0/22:4(7Z,10Z,13Z,16Z))",MDB00000817,34,Pregnancy
Acetone,MDB00000340,34,Pregnancy
Acetone,MDB00000340,99,Crohn's Disease
Acetone,MDB00000340,165,Hepatic Encephalopathy
Acetone,MDB00000340,196,Irritable Bowel Syndrome
Acetone,MDB00000340,5988,Preeclampsia/Eclampsia
Acetone,MDB00000340,6247,Ulcerative Colitis
"PC(24:0/18:4(6Z,9Z,12Z,15Z))",MDB00000779,34,Pregnancy
PC(24:0/18:1(9Z)),MDB00000778,34,Pregnancy
PC(24:0/18:1(11Z)),MDB00000777,34,Pregnancy
PC(24:0/18:0),MDB00000776,34,Pregnancy
"PC(18:2(9Z,12Z)/14:0)",MDB00000600,34,Pregnancy
"PC(18:2(9Z,12Z)/14:0)",MDB00000600,251,Obesity
"PC(18:2(9Z,12Z)/14:1(9Z))",MDB00000601,34,Pregnancy
"PC(18:2(9Z,12Z)/16:1(9Z))",MDB00000603,34,Pregnancy
PC(18:0/14:1(9Z)),MDB00000561,34,Pregnancy
PC(18:0/14:1(9Z)),MDB00000561,251,Obesity
Dimethylamine,MDB00000046,34,Pregnancy
Dimethylamine,MDB00000046,267,Phenylketonuria
Dimethylamine,MDB00000046,294,Rhabdomyolysis
PC(P-18:1(9Z)/24:0),MDB00000842,34,Pregnancy
"PC(P-18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",MDB00000841,34,Pregnancy
"PC(P-18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",MDB00000840,34,Pregnancy
"PC(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",MDB00000839,34,Pregnancy
"PC(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",MDB00000839,251,Obesity
"PC(o-24:0/18:3(9Z,12Z,15Z))",MDB00000868,34,Pregnancy
"PC(o-24:0/18:3(6Z,9Z,12Z))",MDB00000867,34,Pregnancy
"PC(o-22:2(13Z,16Z)/22:2(13Z,16Z))",MDB00000865,34,Pregnancy
"PC(o-22:2(13Z,16Z)/20:2(11Z,14Z))",MDB00000864,34,Pregnancy
"PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))",MDB00000866,34,Pregnancy
"PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))",MDB00000863,34,Pregnancy
"PC(20:3(8Z,11Z,14Z)/14:0)",MDB00000694,34,Pregnancy
"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",MDB00000695,34,Pregnancy
"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",MDB00000695,251,Obesity
"PC(18:4(6Z,9Z,12Z,15Z)/24:0)",MDB00000644,34,Pregnancy
"PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))",MDB00000643,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))",MDB00000721,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))",MDB00000721,251,Obesity
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))",MDB00000720,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))",MDB00000720,251,Obesity
"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",MDB00000622,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",MDB00000719,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",MDB00000719,251,Obesity
Nitrogen,MDB00029899,34,Pregnancy
Octadecenoylcarnitine,MDB00029902,34,Pregnancy
PC(16:0/24:1(15Z)),MDB00030011,34,Pregnancy
PC(16:1(9Z)/24:0),MDB00030012,34,Pregnancy
PC(18:0/22:1(13Z)),MDB00030013,34,Pregnancy
PC(18:1(11Z)/22:0),MDB00030014,34,Pregnancy
PC(18:1(9Z)/22:0),MDB00030015,34,Pregnancy
PC(20:0/20:1(11Z)),MDB00030016,34,Pregnancy
"PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",MDB00030017,34,Pregnancy
PC(20:1(11Z)/20:0),MDB00030018,34,Pregnancy
"PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",MDB00030019,34,Pregnancy
"PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",MDB00030020,34,Pregnancy
"PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",MDB00030021,34,Pregnancy
"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",MDB00030022,34,Pregnancy
"PC(20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))",MDB00030023,34,Pregnancy
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))",MDB00030024,34,Pregnancy
PC(22:0/18:1(11Z)),MDB00030025,34,Pregnancy
PC(22:0/18:1(9Z)),MDB00030026,34,Pregnancy
PC(22:0/P-18:1(11Z)),MDB00030027,34,Pregnancy
PC(22:0/P-18:1(9Z)),MDB00030028,34,Pregnancy
PC(22:1(13Z)/18:0),MDB00030029,34,Pregnancy
"PC(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))",MDB00030030,34,Pregnancy
PC(22:1(13Z)/P-18:0),MDB00030031,34,Pregnancy
"PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",MDB00030032,34,Pregnancy
"PC(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",MDB00030033,34,Pregnancy
"PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",MDB00030034,34,Pregnancy
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",MDB00030035,34,Pregnancy
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",MDB00030036,34,Pregnancy
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",MDB00030037,34,Pregnancy
PC(24:0/16:1(9Z)),MDB00030038,34,Pregnancy
PC(24:1(15Z)/16:0),MDB00030039,34,Pregnancy
PC(24:1(15Z)/P-16:0),MDB00030040,34,Pregnancy
PC(O-16:0/20:0),MDB00029936,34,Pregnancy
PC(O-16:0/22:0),MDB00029937,34,Pregnancy
PC(o-16:1(9Z)/22:0),MDB00030047,34,Pregnancy
PC(O-18:0/20:0),MDB00029939,34,Pregnancy
PC(O-18:0/24:0),MDB00029940,34,Pregnancy
PC(o-18:1(9Z)/20:1(11Z)),MDB00030048,34,Pregnancy
"PC(o-18:2(9Z,12Z)/20:0)",MDB00030049,34,Pregnancy
PC(O-20:0/22:0),MDB00029943,34,Pregnancy
"PC(O-22:0/18:3(6Z,9Z,12Z))",MDB00029944,34,Pregnancy
"PC(O-22:0/22:3(10Z,13Z,16Z))",MDB00029945,34,Pregnancy
"PC(O-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",MDB00029946,34,Pregnancy
"PC(O-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))",MDB00029947,34,Pregnancy
"PC(O-22:1(13Z)/22:2(13Z,16Z))",MDB00029948,34,Pregnancy
"PC(O-22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))",MDB00029949,34,Pregnancy
PC(P-16:0/24:1(15Z)),MDB00030043,34,Pregnancy
PC(P-18:0/22:1(13Z)),MDB00030044,34,Pregnancy
PC(P-18:1(11Z)/22:0),MDB00030045,34,Pregnancy
PC(P-18:1(9Z)/22:0),MDB00030046,34,Pregnancy
SM C16:1,MDB00029967,34,Pregnancy
Acetylglycine,MDB00000183,35,Aminoacylase I Deficiency
Picolinic acid,MDB00000386,36,Amyotrophic Lateral Sclerosis
Prostaglandin E2,MDB00000309,36,Amyotrophic Lateral Sclerosis
Prostaglandin E2,MDB00000309,175,Hydrocephalus
Prostaglandin E2,MDB00000309,222,Meningitis
Quinolinic acid,MDB00000112,36,Amyotrophic Lateral Sclerosis
Quinolinic acid,MDB00000112,164,Hepatic Coma
Quinolinic acid,MDB00000112,330,Uremia
Nitrate,MDB00030005,36,Amyotrophic Lateral Sclerosis
Nitrate,MDB00030005,5988,Preeclampsia/Eclampsia
Guanosine diphosphate,MDB00000308,39,Subarachnoid Hemorrhage
Adenosine triphosphate,MDB00000185,39,Subarachnoid Hemorrhage
Adenosine triphosphate,MDB00000185,288,Rachialgia
Adenosine triphosphate,MDB00000185,315,Stroke
ADP,MDB00000316,39,Subarachnoid Hemorrhage
ADP,MDB00000316,126,Epilepsy
Norepinephrine,MDB00000103,39,Subarachnoid Hemorrhage
Norepinephrine,MDB00000103,160,Heat Stress
Norepinephrine,MDB00000103,186,Hypothyroidism
Norepinephrine,MDB00000103,222,Meningitis
Norepinephrine,MDB00000103,330,Uremia
Norepinephrine,MDB00000103,1243,Congenital Dopamine Beta-Hydroxylase Deficiency
11-Dehydro-thromboxane B2,MDB00000445,40,Angina
L-Glutamic acid,MDB00000070,42,Anoxia
L-Glutamic acid,MDB00000070,126,Epilepsy
L-Glutamic acid,MDB00000070,133,Schizophrenia
L-Glutamic acid,MDB00000070,159,Heart Failure
L-Glutamic acid,MDB00000070,207,Leukemia
L-Glutamic acid,MDB00000070,1359,N Acetylglutamate Synthase Deficiency
Oxoglutaric acid,MDB00000099,42,Anoxia
Oxoglutaric acid,MDB00000099,138,Fumarase Deficiency
Oxoglutaric acid,MDB00000099,2761,Amish Type Microcephaly
Oxoglutaric acid,MDB00000099,5823,Eosinophilic Esophagitis
Oxalacetic acid,MDB00000105,42,Anoxia
Oxaloacetic acid,MDB00000105,267,Phenylketonuria
Uracil,MDB00000139,43,Argininemia
Uracil,MDB00000139,67,Canavan Disease
Uracil,MDB00000139,114,Dihydropyrimidinase Deficiency
Uracil,MDB00000139,1358,Hyperammonemia due to Carbamoyl Phosphate Synthetase I Deficiency
Uracil,MDB00000139,1466,Molybdenum Cofactor Deficiency
Homo-L-arginine,MDB00000212,43,Argininemia
N-a-Acetyl-L-arginine,MDB00030009,43,Argininemia
Argininosuccinic acid,MDB00000025,44,Argininosuccinic Aciduria
Hippuric acid,MDB00000231,44,Argininosuccinic Aciduria
Hippuric acid,MDB00000231,261,Paraquat Poisoning
Hippuric acid,MDB00000231,267,Phenylketonuria
Hippuric acid,MDB00000231,330,Uremia
Ammonia,MDB00013415,44,Argininosuccinic Aciduria
Ammonia,MDB00013415,316,Sulfite Oxidase Deficiency
Ammonia,MDB00013415,1195,Classic Citrullinemia
Ammonia,MDB00013415,1359,N Acetylglutamate Synthase Deficiency
Ammonia,MDB00013415,1506,Carnitine Palmitoyltransferase I Deficiency
Ammonia,MDB00013415,1624,Pyruvate Carboxylase Deficiency
Ammonia,MDB00013415,2402,Adult Onset Type II Citrullinemia
Ammonia,MDB00013415,4281,3 Hydroxyacyl Co A Dehydrogenase Deficiency
5-Hydroxyindoleacetic acid,MDB00000246,45,Aromatic L Amino Acid Decarboxylase Deficiency
5-Hydroxyindoleacetic acid,MDB00000246,59,Bipolar Disorder
5-Hydroxyindoleacetic acid,MDB00000246,73,Celiac Disease
5-Hydroxyindoleacetic acid,MDB00000246,126,Epilepsy
5-Hydroxyindoleacetic acid,MDB00000246,133,Schizophrenia
5-Hydroxyindoleacetic acid,MDB00000246,302,Sepiapterin Reductase Deficiency
5-Hydroxyindoleacetic acid,MDB00000246,1886,Brunner Syndrome
5-Hydroxyindoleacetic acid,MDB00000246,5759,Carcinoid Tumors
5-Hydroxyindoleacetic acid,MDB00000246,5823,Eosinophilic Esophagitis
Vanillylmandelic acid,MDB00000136,45,Aromatic L Amino Acid Decarboxylase Deficiency
Vanillylmandelic acid,MDB00000136,1886,Brunner Syndrome
Vanillylmandelic acid,MDB00000136,5823,Eosinophilic Esophagitis
Homovanillic acid,MDB00013418,45,Aromatic L Amino Acid Decarboxylase Deficiency
Homovanillic acid,MDB00013418,73,Celiac Disease
Homovanillic acid,MDB00013418,133,Schizophrenia
Homovanillic acid,MDB00013418,136,Friedreich's Ataxia
Homovanillic acid,MDB00013418,186,Hypothyroidism
Homovanillic acid,MDB00013418,262,Parkinson's Disease
Homovanillic acid,MDB00013418,302,Sepiapterin Reductase Deficiency
Homovanillic acid,MDB00013418,1709,Urocanase Deficiency
Homovanillic acid,MDB00013418,1886,Brunner Syndrome
Homovanillic acid,MDB00013418,5823,Eosinophilic Esophagitis
3-Methoxytyrosine,MDB00000324,45,Aromatic L Amino Acid Decarboxylase Deficiency
3-Methoxytyrosine,MDB00000324,126,Epilepsy
3-Methoxytyrosine,MDB00000324,285,Purine Nucleoside Phosphorylase Deficiency
Vanylglycol,MDB00000330,45,Aromatic L Amino Acid Decarboxylase Deficiency
Vanylglycol,MDB00000330,302,Sepiapterin Reductase Deficiency
5-Hydroxy-L-tryptophan,MDB00000169,45,Aromatic L Amino Acid Decarboxylase Deficiency
N-Acetyl-L-tyrosine,MDB00000270,45,Aromatic L Amino Acid Decarboxylase Deficiency
N-Acetyl-L-tyrosine,MDB00000270,329,Tyrosinemia I
Theobromine,MDB00000403,46,Asthma
Caffeine,MDB00000344,46,Asthma
11b-PGF2a,MDB00000788,46,Asthma
"1,7-Dimethyluric acid",MDB00000796,46,Asthma
"1,3-Dimethyluric acid",MDB00000346,46,Asthma
Theophylline,MDB00000353,46,Asthma
3-Chlorotyrosine,MDB00000351,46,Asthma
5-HETE,MDB00000797,46,Asthma
5-HETE,MDB00000797,295,Rheumatoid Arthritis
5-HETE,MDB00000797,296,Rhinitis
3-Methylxanthine,MDB00029999,46,Asthma
3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,MDB00000394,48,Autism
trans-trans-Muconic acid,MDB00000390,53,Benzene Exposure
Ubiquinol 8,MDB00000298,54,Beta Thalassemia
Dihydrothymine,MDB00000043,55,Beta Ureidopropionase Deficiency
Dihydrothymine,MDB00000043,114,Dihydropyrimidinase Deficiency
Dihydrothymine,MDB00000043,5823,Eosinophilic Esophagitis
Ureidoisobutyric acid,MDB00000369,55,Beta Ureidopropionase Deficiency
Thymine,MDB00000127,55,Beta Ureidopropionase Deficiency
Thymine,MDB00000127,114,Dihydropyrimidinase Deficiency
2-Methylcitric acid,MDB00000155,58,Biotinidase Deficiency
2-Methylcitric acid,MDB00000155,281,Propionic Acidemia
Uric acid,MDB00000135,65,Cachexia
Uric acid,MDB00000135,67,Canavan Disease
Uric acid,MDB00000135,206,Lesch Nyhan Syndrome
Uric acid,MDB00000135,222,Meningitis
Uric acid,MDB00000135,290,Fanconi Syndrome
Uric acid,MDB00000135,330,Uremia
Uric acid,MDB00000135,1164,Congenital Disorder of Glycosylation Type 1A
Uric acid,MDB00000135,1296,Hereditary Fructose Intolerance
Uric acid,MDB00000135,1297,"Fructose 1,6 Bisphosphatase Deficiency"
Uric acid,MDB00000135,1466,Molybdenum Cofactor Deficiency
Uric acid,MDB00000135,1734,Xanthinuria Type 1
Uric acid,MDB00000135,1900,Phosphoribosylpyrophosphate Synthetase Superactivity
N-Acetyl-L-aspartic acid,MDB00000259,67,Canavan Disease
3-Methyladenine,MDB00000844,67,Canavan Disease
1-Methyluric acid,MDB00000410,67,Canavan Disease
Citric acid,MDB00000049,67,Canavan Disease
Citric acid,MDB00000049,220,Maple Syrup Urine Disease
Citric acid,MDB00000049,281,Propionic Acidemia
Citric acid,MDB00000049,557,Lewy Body Dementia
Citric acid,MDB00000049,2761,Amish Type Microcephaly
Citric acid,MDB00000049,5823,Eosinophilic Esophagitis
Glutathione,MDB00000060,67,Canavan Disease
Glutathione,MDB00000060,133,Schizophrenia
Glutathione,MDB00000060,239,Multiple Sclerosis
Pseudouridine,MDB00000249,67,Canavan Disease
Xanthine,MDB00000137,67,Canavan Disease
Xanthine,MDB00000137,107,Degenerative Disc Disease
Xanthine,MDB00000137,175,Hydrocephalus
Xanthine,MDB00000137,206,Lesch Nyhan Syndrome
Xanthine,MDB00000137,316,Sulfite Oxidase Deficiency
Xanthine,MDB00000137,330,Uremia
Xanthine,MDB00000137,1466,Molybdenum Cofactor Deficiency
Xanthine,MDB00000137,1734,Xanthinuria Type 1
Xanthine,MDB00000137,1900,Phosphoribosylpyrophosphate Synthetase Superactivity
Thymidine,MDB00000132,67,Canavan Disease
Thymidine,MDB00000132,5823,Eosinophilic Esophagitis
N-Acetylaspartylglutamic acid,MDB00029994,67,Canavan Disease
6-Keto-prostaglandin F1a,MDB00000405,71,Cardiopulmonary Resuscitation
6-Keto-prostaglandin F1a,MDB00000405,222,Meningitis
6-Keto-prostaglandin F1a,MDB00000405,295,Rheumatoid Arthritis
2-Heptanone,MDB00000431,73,Celiac Disease
2-Heptanone,MDB00000431,165,Hepatic Encephalopathy
Valeric acid,MDB00000275,73,Celiac Disease
Valeric acid,MDB00000275,5823,Eosinophilic Esophagitis
p-Cresol,MDB00000347,73,Celiac Disease
p-Cresol,MDB00000347,99,Crohn's Disease
p-Cresol,MDB00000347,196,Irritable Bowel Syndrome
p-Cresol,MDB00000347,330,Uremia
p-Cresol,MDB00000347,6247,Ulcerative Colitis
Acetoin,MDB00013447,73,Celiac Disease
Isovaleric acid,MDB00000234,73,Celiac Disease
Isovaleric acid,MDB00000234,99,Crohn's Disease
Isovaleric acid,MDB00000234,196,Irritable Bowel Syndrome
Isovaleric acid,MDB00000234,199,Isovaleric Acidemia
Isovaleric acid,MDB00000234,6247,Ulcerative Colitis
Iso-Valeraldehyde,MDB00000485,73,Celiac Disease
Iso-Valeraldehyde,MDB00000485,165,Hepatic Encephalopathy
Pyridoxal 5'-phosphate,MDB00000331,73,Celiac Disease
Pyridoxal 5'-phosphate,MDB00000331,126,Epilepsy
Pyridoxal 5'-phosphate,MDB00000331,285,Purine Nucleoside Phosphorylase Deficiency
Pyridoxal 5'-phosphate,MDB00000331,295,Rheumatoid Arthritis
Dodecanoylcarnitine,MDB00000387,73,Celiac Disease
Dodecanoylcarnitine,MDB00000387,251,Obesity
Isovalerylcarnitine,MDB00000219,73,Celiac Disease
Isovalerylcarnitine,MDB00000219,199,Isovaleric Acidemia
L-Octanoylcarnitine,MDB00000253,73,Celiac Disease
L-Octanoylcarnitine,MDB00000253,149,Glutaric Acidemia Type 2
L-Octanoylcarnitine,MDB00000253,251,Obesity
Lactulose,MDB00000242,73,Celiac Disease
Stearoylcarnitine,MDB00000265,73,Celiac Disease
Decanoylcarnitine,MDB00000208,73,Celiac Disease
Decanoylcarnitine,MDB00000208,149,Glutaric Acidemia Type 2
1-Hydroxy-2-butanone,MDB00029829,73,Celiac Disease
